​‍‍​​‍​‍​‍‍‍‍​​‍​‍​​‍​‍​​‍​​​​‍​​‍​‍​​‍‍​‍​‍​‍​‍​‍‍​​‍​​​‍​​​‍​​​‍​​‍​​‍​‍‍​‍​‍​​‍‍‍​​​​​​‍‍​‍‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍‍‍‍​​​​‍‍​‍​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍​‍‍​‍​​‍‍‍​​‍‍‍​‍‍​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍‍​‍‍​​​‍‍​​​‍​​‍‍​‍‍‍​​‍​‍​​‍​​‍​‍​​​‍​‍‍​​​‍‍​‍‍​‍‍​‍​​‍‍‍​​‍​‍‍​‍​‍‍​‍‍​​‍​​​‍​‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​​‍‍​​​‍​‍​‍‍​​‍​​‍‍​​‍​​‍​‍​‍‍​​‍​​‍​‍​​‍​‍​​‍​​‍​​​​‍‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​‍​​​‍​​‍‍​​‍‍​‍​​‍‍​‍​‍‍​‍​‍​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍​‍‍​‍​‍​‍‍​​‍​​‍‍​​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​​‍​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍‍‍​‍​​‍​‍​​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​​‍‍​​‍‍​​​​​​‍‍​‍​​​‍​​‍‍‍‍​‍​‍​‍‍‍​‍​‍​​​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍​​‍​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍‍​​​‍​‍‍​​‍​‍​‍​‍‍‍​‍​‍​​​‍​‍‍‍‍​‍​​‍​‍‍​​‍​‍‍​‍​‍​​‍​​​‍​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​‍​‍​​‍‍​‍‍​​​‍‍​​​‍‍​​‍‍​​‍​​‍​‍​‍‍​​‍‍‍‍​​‍​‍‍​​‍​​​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍​‍​‍‍​‍​‍​​​‍​​‍‍​​‍​​​‍‍‍​​‍​‍‍​‍​‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​‍​‍​‍‍​‍​​‍​‍​​‍‍‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​​‍‍​‍​​‍‍‍‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​‍​‍‍​‍‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​​​‍​‍​​‍‍​​​​​‍​​‍‍​​​‍​‍​‍​​​‍​‍​​​‍​​‍‍​​‍​​‍​‍‍​​‍​​‍‍​​‍​​‍​‍‍​​‍​‍‍‍​‍​​​‍​​‍‍‍‍​‍​​​‍‍‍​‍​‍​‍​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​​​​‍‍​​‍‍​​​​​​‍‍​​‍​​‍​​‍‍‍​​‍​​​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍​‍​‍​‍‍‍​‍‍‍​‍​​‍‍‍​​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​​​​​‍​‍‍​‍​​‍​‍​​‍‍​​​‍​​​​‍‍​‍​​‍​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​​‍‍​‍​‍​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍‍‍​​‍‍​‍​‍​​‍‍​​​​​‍​‍​‍​‍​‍​​‍​​​​‍​​‍​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍​​​‍‍‍​‍​​​‍‍​​‍‍​‍‍‍​​‍​‍‍​​‍​‍​‍‍​​​​‍​‍​​‍​​‍‍‍​‍‍​​‍‍​​​‍‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​‍​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​‍​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​‍‍​​‍‍​​​‍​‍​​​​‍​​‍​‍​​‍​​‍​​​‍​​​‍​‍​‍​‍​​‍‍​​​‍​‍​‍​‍‍​​‍​‍​‍​​​‍‍​‍‍​​​‍​​‍​​‍​‍​​‍‍​‍​‍​​​‍​‍​‍​‍‍​​‍​‍‍‍‍​​​​‍​​‍‍​‍​‍​​​‍​​​‍​​​​​‍​‍‍‍​‍‍‍​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​‍‍‍​​‍‍​‍​​‍​​‍​‍‍​‍‍​​​‍​​​​‍​​‍‍‍‍​​‍​‍‍​​​‍​​​‍‍​​‍‍​‍​​​​‍​​‍‍​‍​​​​‍​‍‍​‍​​​‍‍​​‍​​‍​​​‍‍​​​‍‍​​​​​‍​‍‍​‍​​‍​‍​‍​‍​‍‍​‍‍​​​‍​​​‍​‍​‍​​‍​​‍​‍‍​‍​‍​​‍‍​‍‍‍‍​‍‍​‍​​‍​‍​​‍‍‍​​‍​​​‍​​​‍‍​​​‍‍​‍‍‍‍​​‍​‍​​‍‍‍​​‍‍​‍​‍​​‍​​‍‍​‍​‍‍‍‍​​‍​‍​‍‍​‍​​‍‍​‍​‍​​‍‍​​​‍‍​‍‍‍​‍​​​‍​‍‍​​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍‍‍​‍​​‍​​‍‍​‍​‍​‍​​‍‍​​‍‍​​​​​​‍‍​​​​​‍​‍‍​​‍​‍‍​‍‍​‍​‍​‍​‍​‍​​‍‍​‍​​​‍​​‍‍​​​‍​‍​‍​​​‍‍​​‍‍‍​​‍‍​‍​‍​‍​‍‍​‍​​‍​​​‍​​​‍‍​​‍‍‍​‍‍‍​‍​​​‍​​‍‍​‍​‍‍​‍​‍​​‍​​‍‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​‍‍​​‍‍​‍​​​​‍​‍‍​‍​​‍​​​‍​​​‍​​‍‍‍​​‍‍​‍​​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​‍‍​‍​‍‍‍‍​‍​​‍​​‍​​‍​‍‍​‍​​‍​‍‍‍​‍‍‍​‍‍​‍​​‍​‍​‍​‍​‍​‍‍​‍‍​‍​‍​‍​‍‍​​‍‍‍‍​‍​​‍​‍‍​‍​​‍​‍‍​​​​‍​​‍​‍​​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍‍‍​‍​‍​​‍​​‍​​​‍​​​‍‍​​​‍​​​‍‍​​‍​​‍​‍​​‍​​‍‍​‍‍​​​‍​​‍‍​‍​‍‍​‍​​‍​‍​​‍​​‍​​‍‍​‍‍​​‍​​‍​​‍​‍‍​‍​‍​​‍‍​​​‍‍​​‍‍​‍​‍​‍​​‍‍​‍​‍​‍​‍​​​‍​​​​‍​​‍‍​‍‍​‍​‍​​‍‍‍​​‍‍‍‍​‍​​‍‍​‍‍​​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍‍‍​‍​‍​‍​‍​​‍‍​‍​​​‍​‍‍​​‍​‍​‍​‍​​​‍​‍​​​‍​‍‍‍​‍​​​‍​​‍‍‍​​‍​​​‍​​​‍​‍‍​‍​​‍‍​‍​‍​​‍​‍‍​‍​​‍‍​‍​​‍​​‍‍​​​​​​‍‍​‍​​​‍​‍‍​‍​​‍​‍​‍​​​‍​‍‍​‍​​‍‍​‍​‍‍​‍​​‍‍​​​‍​‍​‍​​​‍​‍‍​​‍​​‍‍​​​​​‍​​‍‍​‍​‍​​​‍‍‍​‍​‍‍​​‍​‍‍‍​‍‍‍​‍​‍‍​‍​​‍​‍​‍​​​‍​​​​​‍​​‍‍​​‍​​‍​‍‍​‍​​‍​‍​‍​​​‍‍​‍​​​​‍‍​‍​​​​‍​​‍‍​‍​‍​​​​‍‍​‍​​‍​‍​​​‍‍‍​​‍​‍‍​​‍‍​​‍​‍​​​‍​​‍‍‍‍​‍​​‍‍‍‍​‍Survey-GS-Urban|||Survey on 3DGS for urban scenes: autonomous driving/street view/city-scale reconstruction
CoSAG|||Compact Semantic Anchor Gaussians via training-free rate-distortion coding; closed-form transmittance-weighted lift + spatially predictive entropy coder; 37-76x compression over LangSplatV2 at higher accuracy; sub-MB storage
Scaffold-GS|||Anchor-based structure for efficient large-scale representation
LagrangianSplats|||Divergence-free constraint on Gaussian advection for fluid velocity field rec...
SVG|||Semantic-driven Gaussian editing: disentangled semantic fields for targeted 3D manipulation
HDR-NSFF|||Dynamic HDR radiance fields from alternating-exposure video
MVSplat|||Cost-volume-based 3DGS from 3 sparse views
GeoGaussian|||Mesh-prior-guided Gaussian manipulation
TransSplat|||Language-driven editing as unbalanced semantic transport
SplitAvatar|||Autoregressive Gaussian splitting via GNN for one-shot head avatar with progressive detail
SparseSplat|||Entropy-based adaptive density, SOTA with 22% of Gaussians (150K vs 688K)
Reliev3R|||Reduces dependency on dense multi-view geometric annotations
GGD-SLAM-ICRA|||Generalizable motion model for monocular dynamic 3DGS SLAM; no semantic labels...
RelightGS|||Relightable GS with environment map conditioning and PBR material decomposition
UniSHARP|||First unified monocular 3DGS across pinhole/fisheye/360 cameras; single image → Gaussian point cloud in seconds via single-pass inference; universal geometric representation bridging heterogeneous camera models (Insta360 Research)
Color-Encoded Illumination|||High-speed volumetric reconstruction via color-coded illumination
GLUT|||3D Gaussian Lookup Table for continuous color transformation; replaces grid-based 3D LUT with learnable Gaussian primitives; compact conditional generator CGLUT for multi-style LUT blending; supports localized editing without global retraining
DynGS|||Dynamic GS with motion decomposition into rigid + non-rigid components
HybridGS|||Hybrid GS compression combining explicit pruning + implicit neural coding
PanoPlane|||Plane-aware panoramic completion for indoor sparse-view 3DGS, +17.8% PSNR
GaussScene|||Scene-graph Gaussian Splatting for structured 3D scene understanding
Robust Prior-Guided Seg.|||SAM-HQ prior-guided label reassignment for multiview-consistent 3DGS seg...
ArtifactWorld|||Video generation models for 3DGS artifact restoration at scale
3DGS Demo Synthesis (IL)|||3DGS-based demonstration generation for imitation learning
FAD-GS|||Frequency-aware decomposition for GS compression: separating low/high frequency Gaussians
SAM3D-Phys|||Integrates SAM3D generative 3D priors with physics-constrained spatial optimization to recover simulatable objects from reconstructed scenes; mask-guided appearance distillation
RESPIRE|||CT-informed mesh-anchored GS for dynamic bronchoscopy
Prune Wisely|||Adaptive pruning + Difference-of-Gaussian (DoG) primitives for compact 3DGS; up to 90% Gaussian reduction with quality preservation
Zero-to-CAD|||Agentic synthesis of parametric CAD programs; 2B VLM trained on 1M+ synthetic CAD programs outperforms GPT-5.2 on CAD generation
NegGS|||Negative color values for ring/crescent/non-convex structures
GS-ID|||GS-based illumination decomposition: real-scene light field factorization for embodied intelligence and autonomous driving with high-fidelity light field data
RDO-Gaussian|||End-to-end rate-distortion optimization: dynamic pruning + ECVQ quantization for 40x+ compression with continuous rate control
DENSER|||EFA-GS based football NVS: camera-height loss weighting + Depth-Anything-V2 depth supervision + 3-model pixel-average ensemble
RDSplat|||Robust watermarking against diffusion editing
HAC|||Hash-grid context modeling, ~100x compression
Softmax-GS|||Learnable softmax-based competition replacing α-compositing
BrepGiff|||Lightweight generation of complex B-rep with 3D GAT Diffusion; graph attention network diffusion for B-rep topology+geometry (IEEE Xplore)
F-RNG|||Feed-forward relightable 3DGS via LRM + IDM priors; ~25x faster than SOTA relighting
YOGO|||Budget-aware equilibrium for ultra-dense scene control
Gaussian-Enhanced Surfel|||Depth peeling for high-fidelity Gaussian-enhanced surfel rendering
SplAttN|||Gaussian soft splatting for point cloud completion
TemporalGS|||Training-free plug-and-play 3DGS rendering acceleration via temporal priors; dynamic culling + selective rendering; up to 1.48x speedup
ForeSplat|||MetaGrad meta-gradient training makes feed-forward 3DGS output optimizer-friendly initializations
BA-GS|||Bayesian Adaptive Gaussian Splatting for SfM-free 3D reconstruction; joint camera pose + Gaussian optimization from scratch via Bayesian uncertainty modeling
GS-LLM|||LLM-guided GS for reasoning-driven 3D scene understanding and manipulation
GS-UWF|||Ultra-widefield fundus reconstruction with Gaussian Splatting
SimuScene|||Physics-in-the-loop compositional 3D scene reconstruction from single image; physics engine as diagnostic tool for gravity-axis stretching + amodal resampling
ArtMesh|||Part-aware articulated mesh field: restricted Delaunay remeshing + bidirectional vertex-wise motion consistency for connected triangle mesh reconstruction; Articulate-100 benchmark
GaussianHand|||Interaction-aware 3DGS for one-shot hand avatars
BRepCLIP|||Contrastive multi-modal pre-training with BRep primitives for CAD understanding; BRep-graph CLIP for cross-modal retrieval and QA
CLEAR-NeRF|||Collinearity and local-region enhanced accurate 3D reconstruction in unbounded scenes via geometric regularization
Survey-GS-NeRF|||Comparative survey of 3DGS vs NeRF covering quality/speed/memory trade-offs
3DGEER|||Exact ray-Gaussian integration replacing splatting approximation for fisheye/...
SplattingAvatar|||Expression-conditioned Gaussian deformation
Capacity-Controlled Stylization|||Capacity-controlled multi-view stylization of 3DGS; style-structure disentanglement with capacity budget
Ground4D|||Spatially-grounded feedforward 4D for off-road reconstruction
RAF|||Representation Abstraction Framework: bridging 3DGS and physics engines via unified abstraction layer; MPM/SPH/PBD multi-solver coupling; 3DGS-mesh-fluid-cloth-rigid bidirectional interaction; UE5 rendering with Lumen GI
ManiGaussian|||Dynamic GS for multi-task robotic manipulation via Gaussian world model predi...
GeoQuery|||Geometry-guided cross-view attention replacing corrupted rendering features w...
FreeForm|||Particle-skinned eigenmodes for elastic deformation simulation on 3DGS/mesh; low-DOF physics-driven deformation without mesh requirement; NVIDIA + U Toronto
GaussianShader-v2|||Enhanced shading with environment map estimation for indoor/outdoor relightable GS
SCGaussian|||Structure consistency constraint + geometric regularization for sparse-view GS
Survey-GS-4D|||Survey on 4D Gaussian Splatting for dynamic scenes: deformation/propagation/temporal coherence
HumanSplat-NIPS|||Single-image human GS with SMPL-guided Gaussian binding
GeoGS-SLAM|||Geometry-Only Gaussian Splatting for dense monocular SLAM; removes appearance modeling reducing per-primitive params 80%+; SOTA online mapping + geometry quality
SpacetimeGS|||Spacetime Gaussian representation unifying spatial and temporal dimensions in single primitive
GaussianImage|||2D Gaussian image codec at 1000+ FPS
HGS|||Hierarchical GS progressive streaming with level-of-detail Gaussian structuring
Sparse2DGS|||Sparse-view surface reconstruction using 2D Gaussian Splatting with dense point cloud initialization; confidence-aware depth regularization
StreetNVS|||Multi-sensor NVS framework (LiDAR + multi-camera + ego-motion) via Reference-Enhanced Camera Attention + relative ray-level positional encoding; matches methods with 10-100x denser point clouds on Waymo; supports extreme out-of-trajectory synthesis
GStex|||Texture-tiled Gaussians with UV-parameterized appearance for editable material and relighting
GS-Avatar|||Animatable 3DGS avatar from monocular video with pose-dependent Gaussian deformation
Mind the Gap|||Reveals 3-12 dB interpolation-extrapolation gap in standard 3DGS evaluation; proposes fair match count protocol + spatial preservation benchmark toolkit (16 scenes)
Street-GS|||LiDAR-camera fusion + multi-view optimization
BAGS|||Body-Aligned Gaussian Splatting with SMPL-guided Gaussian anchoring for human reconstruction
4D-GSW|||Kinematic-aware watermarking via STC metric + HMM-MRF energy for spatio-temporal consistency in 4DGS
GeoSAM-3D|||Open-vocabulary 3D scene segmentation on monocular video: 3DGS reconstruction + differentiable graph-geodesic propagation kernel (SAM prompt propagates along heat-kernel distance on Gaussian scene graph)
DP-GES|||Depth Peeling enables sort-free Gaussian-Enhanced Surfel rendering with correct transmittance
SplatShot|||Training-free 3D face avatar from single in-the-wild photo; per-step 3D feedback loop: predict clean image → refit 3DGS → photometric difference backpropagated to noise estimate; guides sampling trajectory toward 3D consistency
GaussRender|||Unified rendering pipeline for GS supporting multi-modal output (RGB/D/N/S)
Grassmannian Splatting|||Rank-2 spacetime surfels via Grassmannian parameterization; closed-form motion model without deformation field; fastest among compared methods (4.9-5.6x over quality baselines)
3DGS Safety Evaluation for AD|||Industrial-fidelity AD scene reconstruction evaluation
Generalizable Human GS|||Cross-view attention for sparse-view human splatting
CoherentRaster|||Subpixel-level 3DGS rasterization for light field displays
LetCamsGo|||4D reconstruction from sparse dynamic cameras; inter-camera feature matching + intra-camera point tracking + depth-ordering regularization
Splat-Security|||First systematic security analysis of GS pipeline: attack surfaces in training data and rendering
PG-3DGS|||Differentiable physics simulation coupled with 3D Gaussian representations; p...
Fake3DGS|||Benchmark for 3D manipulation detection in neural rendering
AGILE|||Agentic generation for hand-object interaction reconstruction from video; VLM guides generative model for complete watertight mesh; anchor-and-track strategy bypasses SfM; contact-aware optimization for physical plausibility
EGS|||Efficient GS optimization with gradient-informed densification and pruning
HarmoGS|||Conflict-aware gradient harmonization for in-the-wild 3DGS: semantic consistency-guided masking + dual-view gradient rotation + conflict-aware densification/pruning
NeuMA|||Neural Material Adaptor replacing SH with physics-constrained material decomposition
DeGenseGS|||Geometrically and semantically decoupled 4DGS for surgical scene understanding; HexPlane spatiotemporal entanglement module synchronizes semantic changes with scene dynamics
PointGS|||3DGS as unified intermediate representation bridging discrete-continuous gap ...
GUSH3R|||Single-forward-pass reconstruction of dynamic humans + static scenes as 3DGS primitives from monocular video; geometry-consistent online NVS
Point Cloud Upsampling for 3DGS|||Systematic evaluation of 5 point cloud upsampling methods + depth-guided point lifting for 3DGS initialization; surface reconstruction excels for organic scenes, interpolation for piecewise-smooth geometries
SR3R|||Rethinking Super-Resolution 3D Reconstruction with Feed-Forward Gaussian Splatting; multi-resolution feature fusion + progressive optimization for high-fidelity 3D from low-res input
SRUG|||Shadow-guided relightable urban scene with generation model; shadow-guided 3D completion + iterative material decomposition via LMM
SuperGS|||Super-resolution guided GS: using 2D SR priors to enhance 3DGS rendering quality
GaussianEditor-v2|||Enhanced text-driven GS editing with Gaussian semantic tracing and hierarchical selection
GSGAN|||Hierarchical GAN for direct 3D Gaussian generation
GaussianPrior|||Gaussian prior transfer from pre-trained models for few-shot GS training
AniGen|||Unified S³ Fields for single-image animatable 3D asset generation with skelet...
GSQ|||Gaussian Splatting Quantization with learned step size + group-wise quantization
ArtGS|||3D Gaussian Splatting for interactive visual-physical modeling and manipulation of articulated objects; bone-driven deformation + contact-aware rendering
VG²GT|||Voxel-Gaussian Visual Geometry Grounded Transformer; frozen VFM + multi-scale differentiable voxel module + stochastic solid volume rendering for depth supervision; outperforms SOTA on DTU/Replica/TAT/ScanNet
3DSGS|||General 3D Skew Gaussian primitives with re-derived CUDA rasterization for asymmetric shape modeling
VolSplat|||Voxel-aligned feed-forward Gaussian prediction; replaces pixel-aligned splats with voxel-space alignment for stronger multi-view consistency
3DTV|||Feedforward 3-camera interpolation at 40 FPS
GaussianBeV|||BEV perception via Gaussian Splatting: lifting 2D features into 3D Gaussian BEV representation
AlbedoEdit|||Unified generative video editing (insertion/removal/texture) via intrinsic albedo map guidance; single-frame albedo edit auto-generates harmonized RGB video with specular/shadow/mirror effects
GaussianMarker|||Uncertainty-aware watermark embedding + robust extraction for 3DGS copyright protection
InstructGS|||Instruction-driven GS editing with LLM-guided editing plan generation
SceneGen-LLMRL|||Unified 3D scene generation + immersive interaction via LLM-RL coupling
Pi-GS|||Reference-free π³ initialization for sparse-view 3DGS
PhyGenHOI|||Physically-aware 4D HOI generation; MDM + MPM + 3DGS unified representation; windowed attraction + contact-driven re-simulation
SplatTalk|||Audio-driven 3D talking face GS with emotion and style control
GS-PT|||Gaussian Splatting pre-training: self-supervised representation learning for Gaussian initialization
GaussianWorld-v2|||Enhanced world-model GS with autoregressive scene extrapolation
NRGS|||Neural regularization for semantic 3DGS
CAdam|||Context-Adaptive Moment Estimation for 3DGS densification in generative distillation; first moment interference principle separates signal from noise; 85-97% Gaussian reduction
High-Fidelity Human GS|||SMPL-X geometric priors + region-aware initialization
ZPressor|||Bottleneck-aware compression for scalable multi-view feed-forward 3DGS; compresses redundant multi-view tokens so reconstruction scales beyond 100 input views
Dynamic3DGaussians|||Per-point deformation network for monocular dynamic scene reconstruction with temporal Gaussians
Dual Contouring of SDF|||Quadratic optimization for optimal vertex placement in dual contouring from discretely sampled SDF; no gradient information or training required; state-of-the-art surface reconstruction from SDFs
OP2GS|||Dual-opacity primitives: decoupled visual opacity σ + instance occupancy σ* for object-aware 3DGS; eliminates per-Gaussian feature storage
GaussianPretrain|||Self-supervised pre-training for Gaussian initialization from multi-view features
SEIG|||VLM generates executable Blender programs from single image via staged decomposition (geometry→materials→composition→lighting); no differentiable rendering or multi-view supervision needed
DOGS|||Distributed GS with communication-efficient Gaussian consensus for large-scale reconstruction
GS-DOT|||Diffuse optical tomography via Gaussian Splatting
TriSplat|||Triangle primitives replace Gaussians; simulation-ready mesh export from single forward pass
HDR-GS|||HDR-specific GS luminance encoding + fast tonemapping for 1000x HDR view synthesis
Survey-GS-Surface|||Survey on surface reconstruction from Gaussian Splatting: regularization/TSDF/SDF fusion methods
GS-Fed|||Federated GS training across multiple clients for privacy-preserving reconstruction
Survey-GS-Compress|||Comprehensive survey on 3DGS compression: pruning/quantization/entropy coding/neural codecs
GaussOcc|||GS-based 3D occupancy prediction with Gaussian-anchored dense features
DepthSplat|||Stereo-guided depth regularization for feed-forward 3DGS
PixelSplat|||Epipolar Transformer for feed-forward stereo GS reconstruction from image pairs
ODGS|||Spherical projection + panoramic camera GS rasterization adaptation for 360-degree images
MobileGS|||Extreme 50-100x compression for mobile deployment
GaussianCity|||City-scale GS with progressive training and semantic-guided densification
SSD-GS|||Scattering and shadow decomposition for relightable 3DGS
Track2Map|||Online deformable GS SLAM for robotic surgery; track-anchored deformation initialization; joint camera + scene optimization from surgical video
AsySplat|||Asymmetric architecture decoupling geometry and appearance modeling; coarse geometry branch + fine appearance branch; ~800x speedup over optimization-based methods
LangFlash|||Sparse semantic encoding (global dict + local weights) for feed-forward 3D language GS from unposed images
MGS|||Matryoshka continuous LoD via stochastic budget training; single ordered set ...
GaussianOpacityFields|||Opacity field formulation enabling direct mesh extraction from GS without post-processing
GauSF|||Gaussian Splatting with scene flow for consistent dynamic reconstruction
Vidu4D|||Dynamic Gaussian Surfels for single-video to 4D reconstruction
GaussianAT|||Attention-based GS for driving scene with temporal-aware Gaussian aggregation
MarineSTD-GS|||Spatiotemporal underwater degradation modeling
3DGS|||Anisotropic 3D Gaussians with tile-based differentiable rasterization
LightGS|||Distillation-based, ~15-20x compression
GaussianSSC|||GS-based 3D semantic scene completion with Gaussian-anchored feature lifting
GeoGS-SLAM (v2)|||Online monocular SLAM combining 3DGS with learned geometric priors; coarse-to-fine strategy + online loop closure
InstantSplat|||Pose-free sparse-view reconstruction in ~40 seconds
CAGS|||VQ-based LoD for 3DGS streaming + low-res reference image color-distortion co...
GP-3DGS|||Geometry-Preserving 3DGS for LiDAR-Camera extrinsic calibration; blocks photometric gradients from updating Gaussian spatial parameters to prevent geometry drift; dense depth supervision from multi-view LiDAR aggregation; outperforms targetless methods on public driving datasets
AnySplat|||In-the-wild feed-forward with appearance/lighting variation handling
City-Level 3D Surface|||Viewpoint orientation partitioning for 3DGS scene division; similar-orientation views joint depth estimation; multi-GPU parallel city-scale surface reconstruction
RiGS|||Static/rigid/transient Gaussian decomposition + scene flow guidance for monocular 4DGS
GScream|||Cross-attention feature propagation bridging visible/invisible regions for 3D object removal
Aes3D|||First aesthetic assessment framework for 3DGS scenes; Aesthetic3D dataset + Aes3DGSNet that predicts scores directly from Gaussian primitives
3DReflecNet|||Large-scale dataset for 3D reconstruction of reflective, transparent, and low-texture objects; systematically tests 48 material parameter combinations; reveals 3 failure modes in 3DGS/NeRF
EvoGS|||First continuous-layering 3DGS representation via Evolution Tree; wavelet-inspired parent-child refinement structurally corrects ancestral errors; splat redundancy reduced from 65% to <25%; 2.4x transmission payload reduction; 5.5x GPU VRAM footprint reduction; smooth quality transitions for adaptive streaming
AsyncEvGS|||Asynchronous event camera + RGB dual-system for motion-blurred 3DGS; high-resolution async RGB-Event cross-domain pose estimation via VGGT
GS2Mesh|||Surface-regularized GS → mesh extraction with multi-view depth consistency constraints
PixGS|||Single-stage pixel-space diffusion directly generating 3D Gaussians; bypasses lossy latent compression; denoise Gaussian attributes per timestep; inference ~1s/A100
GuardMarkGS|||First unified watermarking + edit deterrence framework for 3DGS copyright pro...
SplatAD|||Autonomous driving GS with dynamic object decomposition and sensor simulation
SDTalk|||Structured facial priors + dual-branch motion fields for Gaussian talking hea...
CT-GS|||GS-based CT volume reconstruction with sparse-view acceleration
FieryGS|||Physics-integrated combustion simulation + 3DGS rendering
DS-StyleGaussian|||Data-sufficient zero-shot 3D style transfer via feature Gaussian splatting + deferred stylization with 2D pre-trained decoder
Gaga|||Group Any Gaussians via 3D-aware Memory Bank; leverages inconsistent 2D masks from zero-shot segmentation models; 3D-aware memory bank for robust cross-pose mask association
TDg|||Thermal-to-Depth GS using only thermal images + depth estimation; removes RGB reliance; 55% training time reduction
UniGS|||Unified Gaussian Splatting: single model supporting multiple rendering modes (RGB/depth/semantic)
UniMGS|||Single-pass rasterization for both mesh and Gaussians simultaneously
OT-UVGS|||Optimal-transport UV mapping as capacity allocation
GaussianCut|||Graph cut algorithm for interactive 3DGS segmentation enabling instance-level editing
RoVES|||Physics-aware road geometry insertion + 4-DOF vehicle dynamics for driving scene editing; 6.24s pipeline
GSMem|||3DGS as persistent spatial memory for zero-shot embodied exploration and reas...
RoboSplat|||3DGS-based diverse and spatially accurate data generation for robotic manipul...
